country,country_code,year,budget_deficit_surplus,capital_expenditure,consumer_price_index_cpi,expenditure,exports,gdp_growth_rate,imports,inflation_rate,interest_rate,nominal_gdp,population,real_gdp,revenue,tax_revenue,deficit_to_gdp,revenue_to_gdp,expenditure_to_gdp,trade_balance,trade_balance_to_gdp,tax_revenue_share,deficit_to_gdp_change_1y,deficit_to_gdp_change_3y,deficit_to_gdp_rolling_avg,deficit_to_gdp_volatility,gdp_growth_rate_change_1y,gdp_growth_rate_change_3y,gdp_growth_rate_rolling_avg,gdp_growth_rate_volatility,inflation_rate_change_1y,inflation_rate_change_3y,inflation_rate_rolling_avg,inflation_rate_volatility,revenue_to_gdp_change_1y,revenue_to_gdp_change_3y,revenue_to_gdp_rolling_avg,revenue_to_gdp_volatility,trade_balance_to_gdp_change_1y,trade_balance_to_gdp_change_3y,trade_balance_to_gdp_rolling_avg,trade_balance_to_gdp_volatility,consecutive_deficit_years,crisis_debt_threshold,crisis_high_deficit,crisis_composite
Algeria,DZA,1977.0,-354.7,1059.7,101.74,2709.55,6.0,5.4,-6.21,4.9,10.0,4587607.0,18970215.0,26475.495,2807.5,1928.5,-1.875654298010934,13.404566120277284,19.633405950850985,12.21,0.0006229827445986547,81.98930057459877,-0.09696351917491264,-0.49613430883675647,-1.875654298010934,0.7816908337793916,1.0999999999999996,0.0,5.4,0.7778174593052021,-1.3200000000000003,-2.4400000000000004,4.9,0.933380951166243,0.0008014292863069592,0.15682813104319493,13.671874037715927,0.8721418240815688,3.5320298070641446e-06,0.0001341863940025528,0.0006229827445986547,2.497522227928108e-06,0,0,0,0
Algeria,DZA,1978.0,-354.7,1059.7,101.74,2709.55,6.3,5.4,-7.32,4.9,10.0,4587607.0,18970215.0,26475.495,2807.5,1928.5,-1.875654298010934,13.404566120277284,19.633405950850985,13.620000000000001,0.0006229827445986547,81.98930057459877,-0.09696351917491264,-0.49613430883675647,-1.875654298010934,0.7816908337793916,1.0999999999999996,0.0,5.4,0.7778174593052021,-1.3200000000000003,-2.4400000000000004,4.9,0.933380951166243,0.0008014292863069592,0.15682813104319493,13.671874037715927,0.8721418240815688,3.5320298070641446e-06,0.0001341863940025528,0.0006229827445986547,2.497522227928108e-06,0,0,0,0
Algeria,DZA,1979.0,-354.7,1059.7,101.74,2709.55,9.5,5.4,-7.82,4.9,10.0,4587607.0,18970215.0,26475.495,2807.5,1928.5,-1.875654298010934,13.404566120277284,19.633405950850985,17.32,0.0006229827445986547,81.98930057459877,-0.09696351917491264,-0.49613430883675647,-1.875654298010934,0.7816908337793916,1.0999999999999996,0.0,5.4,0.7778174593052021,-1.3200000000000003,-2.4400000000000004,4.9,0.933380951166243,0.0008014292863069592,0.15682813104319493,13.671874037715927,0.8721418240815688,3.5320298070641446e-06,0.0001341863940025528,0.0006229827445986547,2.497522227928108e-06,0,0,0,0
Algeria,DZA,1980.0,-354.7,1059.7,101.74,2709.55,13.7,5.4,-9.61,4.9,10.0,4587607.0,18970215.0,26475.495,2807.5,1928.5,-1.875654298010934,13.404566120277284,19.633405950850985,23.31,0.0006229827445986547,81.98930057459877,-0.09696351917491264,-0.49613430883675647,-1.875654298010934,0.7816908337793916,1.0999999999999996,0.0,5.4,0.7778174593052021,-1.3200000000000003,-2.4400000000000004,4.9,0.933380951166243,0.0008014292863069592,0.15682813104319493,13.671874037715927,0.8721418240815688,3.5320298070641446e-06,0.0001341863940025528,0.0006229827445986547,2.497522227928108e-06,0,0,0,0
Algeria,DZA,1981.0,-354.7,1059.7,101.74,2709.55,14.1,5.4,-10.11,4.9,10.0,4587607.0,18970215.0,26475.495,2807.5,1928.5,-1.875654298010934,13.404566120277284,19.633405950850985,24.21,0.0006229827445986547,81.98930057459877,-0.09696351917491264,-0.49613430883675647,-1.875654298010934,0.7816908337793916,1.0999999999999996,0.0,5.4,0.7778174593052021,-1.3200000000000003,-2.4400000000000004,4.9,0.933380951166243,0.0008014292863069592,0.15682813104319493,13.671874037715927,0.8721418240815688,3.5320298070641446e-06,0.0001341863940025528,0.0006229827445986547,2.497522227928108e-06,0,0,0,0
Algeria,DZA,1982.0,-354.7,1059.7,101.74,2709.55,13.5,5.4,-9.92,4.9,10.0,4587607.0,18970215.0,26475.495,2807.5,1928.5,-1.875654298010934,13.404566120277284,19.633405950850985,23.42,0.0006229827445986547,81.98930057459877,-0.09696351917491264,-0.49613430883675647,-1.875654298010934,0.7816908337793916,1.0999999999999996,0.0,5.4,0.7778174593052021,-1.3200000000000003,-2.4400000000000004,4.9,0.933380951166243,0.0008014292863069592,0.15682813104319493,13.671874037715927,0.8721418240815688,3.5320298070641446e-06,0.0001341863940025528,0.0006229827445986547,2.497522227928108e-06,0,0,0,0
Algeria,DZA,1983.0,-354.7,1059.7,101.74,2709.55,12.7,5.4,-9.54,4.9,10.0,4587607.0,18970215.0,26475.495,2807.5,1928.5,-1.875654298010934,13.404566120277284,19.633405950850985,22.24,0.0006229827445986547,81.98930057459877,-0.09696351917491264,-0.49613430883675647,-1.875654298010934,0.7816908337793916,1.0999999999999996,0.0,5.4,0.7778174593052021,-1.3200000000000003,-2.4400000000000004,4.9,0.933380951166243,0.0008014292863069592,0.15682813104319493,13.671874037715927,0.8721418240815688,3.5320298070641446e-06,0.0001341863940025528,0.0006229827445986547,2.497522227928108e-06,0,0,0,0
Algeria,DZA,1984.0,-354.7,1059.7,101.74,2709.55,12.8,5.4,-9.24,4.9,10.0,4587607.0,18970215.0,26475.495,2807.5,1928.5,-1.875654298010934,13.404566120277284,19.633405950850985,22.04,0.0006229827445986547,81.98930057459877,-0.09696351917491264,-0.49613430883675647,-1.875654298010934,0.7816908337793916,1.0999999999999996,0.0,5.4,0.7778174593052021,-1.3200000000000003,-2.4400000000000004,4.9,0.933380951166243,0.0008014292863069592,0.15682813104319493,13.671874037715927,0.8721418240815688,3.5320298070641446e-06,0.0001341863940025528,0.0006229827445986547,2.497522227928108e-06,0,0,0,0
Algeria,DZA,1985.0,-354.7,1059.7,101.74,2709.55,13.0,5.4,-8.81,4.9,10.0,4587607.0,18970215.0,26475.495,2807.5,1928.5,-1.875654298010934,13.404566120277284,19.633405950850985,21.810000000000002,0.0006229827445986547,81.98930057459877,-0.09696351917491264,-0.49613430883675647,-1.875654298010934,0.7816908337793916,1.0999999999999996,0.0,5.4,0.7778174593052021,-1.3200000000000003,-2.4400000000000004,4.9,0.933380951166243,0.0008014292863069592,0.15682813104319493,13.671874037715927,0.8721418240815688,3.5320298070641446e-06,0.0001341863940025528,0.0006229827445986547,2.497522227928108e-06,0,0,0,0
Algeria,DZA,1986.0,-354.7,1059.7,101.74,2709.55,8.1,5.4,-8.53,4.9,10.0,4587607.0,18970215.0,26475.495,2807.5,1928.5,-1.875654298010934,13.404566120277284,19.633405950850985,16.63,0.0006229827445986547,81.98930057459877,-0.09696351917491264,-0.49613430883675647,-1.875654298010934,0.7816908337793916,1.0999999999999996,0.0,5.4,0.7778174593052021,-1.3200000000000003,-2.4400000000000004,4.9,0.933380951166243,0.0008014292863069592,0.15682813104319493,13.671874037715927,0.8721418240815688,3.5320298070641446e-06,0.0001341863940025528,0.0006229827445986547,2.497522227928108e-06,0,0,0,0
Algeria,DZA,1987.0,-354.7,1059.7,101.74,2709.55,9.0,5.4,-7.27,4.9,10.0,4587607.0,18970215.0,26475.495,2807.5,1928.5,-1.875654298010934,13.404566120277284,19.633405950850985,16.27,0.0006229827445986547,81.98930057459877,-0.09696351917491264,-0.49613430883675647,-1.875654298010934,0.7816908337793916,1.0999999999999996,0.0,5.4,0.7778174593052021,-1.3200000000000003,-2.4400000000000004,4.9,0.933380951166243,0.0008014292863069592,0.15682813104319493,13.671874037715927,0.8721418240815688,3.5320298070641446e-06,0.0001341863940025528,0.0006229827445986547,2.497522227928108e-06,0,0,0,0
Algeria,DZA,1988.0,-354.7,1059.7,101.74,2709.55,7.6,5.4,-7.69,4.9,10.0,4587607.0,18970215.0,26475.495,2807.5,1928.5,-1.875654298010934,13.404566120277284,19.633405950850985,15.29,0.0006229827445986547,81.98930057459877,-0.09696351917491264,-0.49613430883675647,-1.875654298010934,0.7816908337793916,1.0999999999999996,0.0,5.4,0.7778174593052021,-1.3200000000000003,-2.4400000000000004,4.9,0.933380951166243,0.0008014292863069592,0.15682813104319493,13.671874037715927,0.8721418240815688,3.5320298070641446e-06,0.0001341863940025528,0.0006229827445986547,2.497522227928108e-06,0,0,0,0
Algeria,DZA,1989.0,-354.7,1059.7,101.74,2709.55,9.6,5.4,-9.47,4.9,10.0,4587607.0,18970215.0,26475.495,2807.5,1928.5,-1.875654298010934,13.404566120277284,19.633405950850985,19.07,0.0006229827445986547,81.98930057459877,-0.09696351917491264,-0.49613430883675647,-1.875654298010934,0.7816908337793916,1.0999999999999996,0.0,5.4,0.7778174593052021,-1.3200000000000003,-2.4400000000000004,4.9,0.933380951166243,0.0008014292863069592,0.15682813104319493,13.671874037715927,0.8721418240815688,3.5320298070641446e-06,0.0001341863940025528,0.0006229827445986547,2.497522227928108e-06,0,0,0,0
Algeria,DZA,1990.0,-354.7,1059.7,101.74,2709.55,12.9,5.4,-9.77,4.9,10.0,4587607.0,18970215.0,26475.495,2807.5,1928.5,-1.875654298010934,13.404566120277284,19.633405950850985,22.67,0.0006229827445986547,81.98930057459877,-0.09696351917491264,-0.49613430883675647,-1.875654298010934,0.7816908337793916,1.0999999999999996,0.0,5.4,0.7778174593052021,-1.3200000000000003,-2.4400000000000004,4.9,0.933380951166243,0.0008014292863069592,0.15682813104319493,13.671874037715927,0.8721418240815688,3.5320298070641446e-06,0.0001341863940025528,0.0006229827445986547,2.497522227928108e-06,0,0,0,0
